8101030410,êŒéÎêÏêÖån,î¸âlêÏ,,,,,,
44.200,207.000,382.283,380.836,,,376.980,378.500,20210113
44.400,205.000,387.147,386.482,,,380.740,381.640,20210113
44.600,207.000,391.276,389.806,,,384.590,385.750,20210113
44.800,205.000,393.510,395.349,,,387.600,389.490,20210113
45.000,199.000,399.283,399.349,,,392.350,393.530,20210113
45.200,212.000,405.085,403.762,,,393.880,395.580,20210113
