184.000,194.000,223.820,223.718,,221.899,122,223.550,223.360,224.140,223.390,0,20190204,8101030001,êŒéÎêÏêÖån,êŒéÎêÏ
28,-20.430,223.820,,,,,,,,,,,,,
0,-18.070,223.390,,,,,,,,,,,,,
0,-14.770,223.150,,,,,,,,,,,,,
0,-8.860,223.250,,,,,,,,,,,,,
0,-5.850,223.460,,,,,,,,,,,,,
28,-1.830,223.470,,,,,,,,,,,,,
24,-0.120,223.550,,,,,,,,,,,,,
1,0.000,223.820,,,,,,,,,,,,,
2,0.000,223.590,,,,,,,,,,,,,
0,1.990,224.430,,,,,,,,,,,,,
0,2.890,224.540,,,,,,,,,,,,,
3,7.180,227.540,,,,,,,,,,,,,
0,11.890,227.640,,,,,,,,,,,,,
0,12.160,227.680,,,,,,,,,,,,,
0,13.600,227.720,,,,,,,,,,,,,
0,15.500,227.650,,,,,,,,,,,,,
0,15.770,227.580,,,,,,,,,,,,,
0,16.900,227.570,,,,,,,,,,,,,
3,17.310,227.490,,,,,,,,,,,,,
0,18.280,227.070,,,,,,,,,,,,,
24,21.880,225.090,,,,,,,,,,,,,
13,23.020,224.040,,,,,,,,,,,,,
0,26.510,220.260,,,,,,,,,,,,,
16,28.380,219.500,,,,,,,,,,,,,
0,29.880,218.890,,,,,,,,,,,,,
0,30.710,218.800,,,,,,,,,,,,,
0,32.180,218.670,,,,,,,,,,,,,
0,33.770,218.670,,,,,,,,,,,,,
0,36.320,218.810,,,,,,,,,,,,,
0,37.030,218.930,,,,,,,,,,,,,
0,38.050,219.090,,,,,,,,,,,,,
0,39.630,219.200,,,,,,,,,,,,,
0,41.780,219.090,,,,,,,,,,,,,
0,42.010,218.420,,,,,,,,,,,,,
0,42.400,218.410,,,,,,,,,,,,,
0,43.900,218.380,,,,,,,,,,,,,
0,44.850,218.310,,,,,,,,,,,,,
0,46.360,218.440,,,,,,,,,,,,,
0,48.370,218.680,,,,,,,,,,,,,
0,51.680,218.800,,,,,,,,,,,,,
0,53.850,218.650,,,,,,,,,,,,,
0,54.840,218.630,,,,,,,,,,,,,
0,58.660,218.600,,,,,,,,,,,,,
0,61.240,218.570,,,,,,,,,,,,,
0,63.820,218.550,,,,,,,,,,,,,
0,66.080,218.650,,,,,,,,,,,,,
0,68.580,218.740,,,,,,,,,,,,,
0,71.800,218.740,,,,,,,,,,,,,
0,74.900,218.500,,,,,,,,,,,,,
0,76.540,218.740,,,,,,,,,,,,,
0,78.100,219.060,,,,,,,,,,,,,
16,78.540,219.350,,,,,,,,,,,,,
0,79.950,219.960,,,,,,,,,,,,,
0,81.870,220.700,,,,,,,,,,,,,
0,84.570,220.890,,,,,,,,,,,,,
0,92.300,220.990,,,,,,,,,,,,,
0,98.450,221.040,,,,,,,,,,,,,
0,106.620,221.160,,,,,,,,,,,,,
0,113.180,221.120,,,,,,,,,,,,,
0,121.130,220.900,,,,,,,,,,,,,
0,125.060,221.120,,,,,,,,,,,,,
0,131.270,221.200,,,,,,,,,,,,,
0,137.750,221.170,,,,,,,,,,,,,
0,143.980,220.880,,,,,,,,,,,,,
0,147.020,220.440,,,,,,,,,,,,,
0,161.810,219.840,,,,,,,,,,,,,
0,166.660,219.700,,,,,,,,,,,,,
0,169.410,219.810,,,,,,,,,,,,,
