13.6,61,18.223,18.567,,,194,,19.13,17.76,17.52,0,20211008,8101030031,êŒéÎêÏêÖån,ñLïΩêÏ
13.6,-20,19.25,,,,,,,,,,,,,
-19,-19,19.16,,,,,,,,,,,,,
-18,-18,18.97,,,,,,,,,,,,,
-17,-17,18.97,,,,,,,,,,,,,
-16,-16,19,,,,,,,,,,,,,
-15,-15,19.02,,,,,,,,,,,,,
-14,-14,19.03,,,,,,,,,,,,,
-13,-13,19.04,,,,,,,,,,,,,
-12,-12,19.07,,,,,,,,,,,,,
-11,-11,19.04,,,,,,,,,,,,,
-10,-10,19.03,,,,,,,,,,,,,
-9,-9,19.02,,,,,,,,,,,,,
-8,-8,19.01,,,,,,,,,,,,,
-7,-7,19,,,,,,,,,,,,,
-6,-6,19.01,,,,,,,,,,,,,
-5,-5,19.17,,,,,,,,,,,,,
-4,-4,19.18,,,,,,,,,,,,,
-3,-3,19.17,,,,,,,,,,,,,
-2,-2,19.27,,,,,,,,,,,,,
-1,-1,19.12,,,,,,,,,,,,,
0,0,18.41,,,,,,,,,,,,,
1,1,18.06,,,,,,,,,,,,,
2,2,17.56,,,,,,,,,,,,,
3,3,17.06,,,,,,,,,,,,,
4,4,16.59,,,,,,,,,,,,,
5,5,16.06,,,,,,,,,,,,,
6,6,15.56,,,,,,,,,,,,,
7,7,15.06,,,,,,,,,,,,,
8,8,14.53,,,,,,,,,,,,,
9,9,14.05,,,,,,,,,,,,,
10,10,13.98,,,,,,,,,,,,,
11,11,13.96,,,,,,,,,,,,,
12,12,13.99,,,,,,,,,,,,,
13,13,13.94,,,,,,,,,,,,,
14,14,13.94,,,,,,,,,,,,,
15,15,13.96,,,,,,,,,,,,,
16,16,13.91,,,,,,,,,,,,,
17,17,13.85,,,,,,,,,,,,,
18,18,13.71,,,,,,,,,,,,,
19,19,13.53,,,,,,,,,,,,,
20,20,13.36,,,,,,,,,,,,,
21,21,13.34,,,,,,,,,,,,,
22,22,13.37,,,,,,,,,,,,,
23,23,13.36,,,,,,,,,,,,,
24,24,13.38,,,,,,,,,,,,,
25,25,13.41,,,,,,,,,,,,,
26,26,13.42,,,,,,,,,,,,,
27,27,13.43,,,,,,,,,,,,,
28,28,13.45,,,,,,,,,,,,,
29,29,13.49,,,,,,,,,,,,,
30,30,13.53,,,,,,,,,,,,,
31,31,13.52,,,,,,,,,,,,,
32,32,13.52,,,,,,,,,,,,,
33,33,13.49,,,,,,,,,,,,,
34,34,13.46,,,,,,,,,,,,,
35,35,13.35,,,,,,,,,,,,,
36,36,13.19,,,,,,,,,,,,,
37,37,13.12,,,,,,,,,,,,,
38,38,12.51,,,,,,,,,,,,,
39,39,11.83,,,,,,,,,,,,,
40,40,11.42,,,,,,,,,,,,,
41,41,11.41,,,,,,,,,,,,,
42,42,11.36,,,,,,,,,,,,,
43,43,11.34,,,,,,,,,,,,,
44,44,11.4,,,,,,,,,,,,,
45,45,11.51,,,,,,,,,,,,,
46,46,11.66,,,,,,,,,,,,,
47,47,11.76,,,,,,,,,,,,,
48,48,11.77,,,,,,,,,,,,,
49,49,11.78,,,,,,,,,,,,,
50,50,11.87,,,,,,,,,,,,,
51,51,11.95,,,,,,,,,,,,,
52,52,12.18,,,,,,,,,,,,,
53,53,12.49,,,,,,,,,,,,,
54,54,12.62,,,,,,,,,,,,,
55,55,12.74,,,,,,,,,,,,,
56,56,12.75,,,,,,,,,,,,,
57,57,12.84,,,,,,,,,,,,,
58,58,12.88,,,,,,,,,,,,,
59,59,12.87,,,,,,,,,,,,,
60,60,12.93,,,,,,,,,,,,,
61,61,13.07,,,,,,,,,,,,,
62,62,13.09,,,,,,,,,,,,,
63,63,12.99,,,,,,,,,,,,,
64,64,12.91,,,,,,,,,,,,,
65,65,12.86,,,,,,,,,,,,,
66,66,12.8,,,,,,,,,,,,,
67,67,12.77,,,,,,,,,,,,,
68,68,12.76,,,,,,,,,,,,,
69,69,12.79,,,,,,,,,,,,,
70,70,12.75,,,,,,,,,,,,,
71,71,12.68,,,,,,,,,,,,,
72,72,12.56,,,,,,,,,,,,,
73,73,12.53,,,,,,,,,,,,,
74,74,12.51,,,,,,,,,,,,,
75,75,12.37,,,,,,,,,,,,,
76,76,12.13,,,,,,,,,,,,,
77,77,11.97,,,,,,,,,,,,,
78,78,11.97,,,,,,,,,,,,,
79,79,12.06,,,,,,,,,,,,,
80,80,12.06,,,,,,,,,,,,,
81,81,12.02,,,,,,,,,,,,,
82,82,11.97,,,,,,,,,,,,,
83,83,11.96,,,,,,,,,,,,,
84,84,11.99,,,,,,,,,,,,,
85,85,11.94,,,,,,,,,,,,,
86,86,11.93,,,,,,,,,,,,,
87,87,11.95,,,,,,,,,,,,,
88,88,11.96,,,,,,,,,,,,,
89,89,11.95,,,,,,,,,,,,,
90,90,11.92,,,,,,,,,,,,,
91,91,11.84,,,,,,,,,,,,,
92,92,11.79,,,,,,,,,,,,,
93,93,11.92,,,,,,,,,,,,,
94,94,11.93,,,,,,,,,,,,,
95,95,11.91,,,,,,,,,,,,,
96,96,11.89,,,,,,,,,,,,,
97,97,11.89,,,,,,,,,,,,,
98,98,11.92,,,,,,,,,,,,,
99,99,11.9,,,,,,,,,,,,,
100,100,11.89,,,,,,,,,,,,,
101,101,11.87,,,,,,,,,,,,,
102,102,11.9,,,,,,,,,,,,,
103,103,11.89,,,,,,,,,,,,,
104,104,11.88,,,,,,,,,,,,,
105,105,11.83,,,,,,,,,,,,,
106,106,11.77,,,,,,,,,,,,,
107,107,11.7,,,,,,,,,,,,,
108,108,11.54,,,,,,,,,,,,,
109,109,11.41,,,,,,,,,,,,,
110,110,11.19,,,,,,,,,,,,,
111,111,10.96,,,,,,,,,,,,,
112,112,10.94,,,,,,,,,,,,,
113,113,11.06,,,,,,,,,,,,,
114,114,11.25,,,,,,,,,,,,,
115,115,11.44,,,,,,,,,,,,,
116,116,11.68,,,,,,,,,,,,,
117,117,11.99,,,,,,,,,,,,,
118,118,12.82,,,,,,,,,,,,,
119,119,13.24,,,,,,,,,,,,,
120,120,13.26,,,,,,,,,,,,,
121,121,13.35,,,,,,,,,,,,,
122,122,13.27,,,,,,,,,,,,,
123,123,13.3,,,,,,,,,,,,,
124,124,13.31,,,,,,,,,,,,,
125,125,13.49,,,,,,,,,,,,,
126,126,13.54,,,,,,,,,,,,,
127,127,13.61,,,,,,,,,,,,,
128,128,13.67,,,,,,,,,,,,,
129,129,13.73,,,,,,,,,,,,,
130,130,13.78,,,,,,,,,,,,,
131,131,13.78,,,,,,,,,,,,,
132,132,13.78,,,,,,,,,,,,,
133,133,13.78,,,,,,,,,,,,,
134,134,13.73,,,,,,,,,,,,,
135,135,13.69,,,,,,,,,,,,,
136,136,13.72,,,,,,,,,,,,,
137,137,13.73,,,,,,,,,,,,,
138,138,13.77,,,,,,,,,,,,,
139,139,13.8,,,,,,,,,,,,,
140,140,13.86,,,,,,,,,,,,,
141,141,14.25,,,,,,,,,,,,,
142,142,14.69,,,,,,,,,,,,,
143,143,15.16,,,,,,,,,,,,,
144,144,15.64,,,,,,,,,,,,,
145,145,16.07,,,,,,,,,,,,,
146,146,16.51,,,,,,,,,,,,,
147,147,16.92,,,,,,,,,,,,,
148,148,17.34,,,,,,,,,,,,,
149,149,17.77,,,,,,,,,,,,,
150,150,18.26,,,,,,,,,,,,,
151,151,18.69,,,,,,,,,,,,,
151.18,151.18,18.69,,,,,,,,,,,,,
152,152,18.66,,,,,,,,,,,,,
153,153,18.65,,,,,,,,,,,,,
154,154,18.69,,,,,,,,,,,,,
155,155,18.7,,,,,,,,,,,,,
156,156,18.69,,,,,,,,,,,,,
157,157,18.7,,,,,,,,,,,,,
158,158,18.7,,,,,,,,,,,,,
159,159,18.63,,,,,,,,,,,,,
160,160,18.61,,,,,,,,,,,,,
161,161,18.49,,,,,,,,,,,,,
162,162,18.39,,,,,,,,,,,,,
163,163,18.25,,,,,,,,,,,,,
164,164,18.06,,,,,,,,,,,,,
165,165,17.89,,,,,,,,,,,,,
166,166,17.76,,,,,,,,,,,,,
167,167,17.67,,,,,,,,,,,,,
168,168,17.57,,,,,,,,,,,,,
169,169,17.5,,,,,,,,,,,,,
170,170,17.44,,,,,,,,,,,,,
171,171,17.34,,,,,,,,,,,,,
13.6,171.48,17.34,,,,,,,,,,,,,
