89.000,486.000,22.224,28.472,18.149,18.634,208,22.250,22.120,22.930,22.840,0,20121122,8101030001,êŒéÎêÏêÖån,êŒéÎêÏ
0,-10.000,22.080
0,-2.500,22.080
5,-2.000,22.030
0,-1.000,21.400
0,-0.700,21.400
5,-0.200,22.050
28,-0.200,22.050
2,0.000,22.070
1,0.000,22.224
24,0.600,22.250
28,0.600,22.250
0,3.700,23.830
14,4.300,23.850
14,7.300,23.910
0,10.400,24.220
0,17.400,25.990
3,24.400,27.840
0,25.100,27.960
0,26.000,28.250
14,26.300,28.280
0,28.800,28.320
14,31.300,28.290
0,31.800,28.260
0,32.500,27.940
3,33.600,27.790
0,47.400,26.430
0,60.400,25.070
0,74.300,23.650
24,85.200,22.490
0,92.400,22.400
5,96.700,22.530
0,97.700,22.260
0,98.200,22.270
5,99.100,22.510
0,104.100,22.900
0,115.200,22.910
0,125.700,22.830
0,135.200,22.730
0,147.100,22.470
0,160.600,22.110
0,171.500,21.810
0,182.800,22.250
4,194.200,22.380
4,198.300,22.360
0,213.000,22.390
0,226.700,22.320
0,239.800,22.400
0,253.900,22.400
0,266.700,22.360
0,279.600,22.000
0,287.000,21.320
0,293.300,19.920
0,304.700,19.830
0,309.800,20.670
0,319.400,21.470
0,332.400,21.850
0,345.900,21.970
0,357.000,22.190
0,368.600,22.400
0,377.000,22.380
4,384.500,21.690
4,387.700,21.650
0,393.800,21.550
4,399.900,21.630
4,402.300,21.630
0,409.600,22.080
0,419.500,22.120
0,423.800,21.630
0,434.800,21.580
0,437.700,21.550
0,443.900,21.490
0,450.000,21.330
0,452.700,19.390
0,454.100,19.430
0,455.500,19.880
0,457.700,21.330
0,465.000,21.440
0,472.200,21.380
13,478.100,21.200
0,481.800,19.490
0,486.300,18.770
0,487.600,18.530
2,489.430,17.990
12,489.430,18.149
0,492.610,16.650
16,494.010,15.220
0,497.310,14.420
0,502.310,13.820
0,507.310,13.570
0,512.310,13.400
0,517.310,13.320
0,522.310,13.220
0,527.310,13.120
0,532.310,12.940
0,537.310,12.930
0,542.310,12.900
0,547.310,12.920
0,552.310,12.940
0,557.310,12.860
0,562.310,12.820
0,567.310,12.770
0,572.310,12.860
0,577.310,12.870
0,582.310,12.970
0,587.310,13.060
0,592.310,12.910
0,597.310,13.000
0,602.310,12.970
0,607.310,13.080
0,612.310,13.110
0,617.310,13.140
0,622.310,13.160
0,627.310,13.190
0,632.310,13.240
0,637.310,13.270
0,642.310,13.540
0,647.310,13.750
0,652.310,13.900
0,657.310,13.850
0,662.310,14.150
0,665.010,13.960
16,667.110,15.230
0,668.110,16.620
13,671.510,18.460
12,672.250,18.634
2,672.250,18.510
0,675.860,18.540
0,677.160,18.140
0,681.360,17.800
0,682.260,17.360
0,682.860,17.320
0,684.160,17.850
0,685.360,18.030
0,687.360,17.890
0,688.360,17.630
0,690.060,17.640
0,694.160,18.430
0,697.660,18.710
0,699.060,19.440
0,704.560,20.210
0,706.360,20.610
0,710.060,20.680
0,717.360,21.120
0,727.360,21.460
0,737.360,21.490
0,747.360,21.530
0,757.360,21.570
0,767.360,21.630
0,777.360,21.570
25,784.860,21.670
0,791.860,22.440
0,797.360,22.770
0,809.360,23.950
0,821.360,25.180
0,833.360,26.350
3,845.360,27.680
0,846.360,27.770
18,847.360,28.472
2,847.360,28.340
0,848.260,28.540
0,848.560,28.650
14,849.060,28.740
0,850.960,28.760
14,852.460,28.720
0,852.960,28.610
0,854.660,27.930
3,855.660,27.830
0,866.360,25.720
0,873.460,24.290
25,880.460,22.930
28,880.460,22.930
28,885.360,22.750
0,886.560,21.630
5,887.060,21.540
0,887.060,20.940
0,887.360,20.940
5,887.360,21.540
0,888.060,21.610
0,889.360,22.710
0,890.560,22.740
0,890.960,22.920
0,891.360,22.910
0,891.660,22.740
0,900.360,22.720
0,910.360,22.730
0,916.960,22.730
0,917.360,22.890
0,917.960,22.860
0,918.260,22.700
5,918.560,22.690
0,918.660,22.390
0,918.960,22.390
5,919.060,22.690
0,919.160,22.700
0,920.060,23.100
0,926.660,23.170
0,927.160,22.850
5,927.660,22.800
0,927.660,22.510
0,927.960,22.510
5,927.960,22.800
0,928.460,22.890
0,930.860,24.280
4,931.960,24.970
14,932.360,24.970
0,935.660,25.050
14,938.860,25.120
4,939.660,25.130
