41.800 ,227.000 ,340.547 ,340.767 ,340.108 ,339.371 ,76,340.790 ,340.470 ,,338.090 ,0,20190218,8101030410,êŒéÎêÏêÖån,î¸âlêÏ,,
28,-15.430 ,340.440 ,,,,,,,,,,,,,,,
0,-9.530 ,340.420 ,,,,,,,,,,,,,,,
1,0.000 ,340.547 ,,,,,,,,,,,,,,,
2,0.000 ,340.470 ,,,,,,,,,,,,,,,
0,1.160 ,340.450 ,,,,,,,,,,,,,,,
0,1.420 ,340.570 ,,,,,,,,,,,,,,,
28,3.600 ,340.790 ,,,,,,,,,,,,,,,
24,3.600 ,340.790 ,,,,,,,,,,,,,,,
3,5.730 ,341.780 ,,,,,,,,,,,,,,,
14,6.010 ,341.800 ,,,,,,,,,,,,,,,
14,8.540 ,341.780 ,,,,,,,,,,,,,,,
3,8.990 ,341.750 ,,,,,,,,,,,,,,,
0,10.410 ,341.090 ,,,,,,,,,,,,,,,
24,10.970 ,340.900 ,,,,,,,,,,,,,,,
4,10.970 ,340.900 ,,,,,,,,,,,,,,,
0,12.770 ,340.920 ,,,,,,,,,,,,,,,
4,14.090 ,340.870 ,,,,,,,,,,,,,,,
0,14.370 ,340.760 ,,,,,,,,,,,,,,,
0,20.080 ,340.700 ,,,,,,,,,,,,,,,
12,21.330 ,340.108 ,,,,,,,,,,,,,,,
2,21.330 ,340.108 ,,,,,,,,,,,,,,,
10,21.380 ,340.110 ,,,,,,,,,,,,,,,
10,23.650 ,340.110 ,,,,,,,,,,,,,,,
13,23.940 ,340.090 ,,,,,,,,,,,,,,,
0,30.470 ,337.890 ,,,,,,,,,,,,,,,
0,31.000 ,337.390 ,,,,,,,,,,,,,,,
0,31.390 ,337.230 ,,,,,,,,,,,,,,,
0,34.790 ,337.110 ,,,,,,,,,,,,,,,
0,44.740 ,337.140 ,,,,,,,,,,,,,,,
0,48.610 ,337.470 ,,,,,,,,,,,,,,,
0,56.020 ,338.080 ,,,,,,,,,,,,,,,
0,63.340 ,338.510 ,,,,,,,,,,,,,,,
