3.200,203.000,10.819,9.148,5.792,5.573,78,10.730,10.740,10.150,8.900,0,20240315,8101030104,êŒéÎêÏêÖån,ãôêÏ,
0,-15.000,10.720,
0,-12.200,9.990,
0,-7.800,9.830,
28,-5.800,10.770,
1,0.000,10.819,
2,0.000,10.720,
28,5.800,10.730,
24,5.800,10.730,
3,9.600,13.200,
0,13.200,13.290,
3,13.800,13.180,
10,18.100,10.800,
0,22.100,8.830,
10,24.700,8.700,
0,31.900,8.750,
24,34.830,7.930,
0,41.850,7.950,
13,54.790,8.070,
0,60.260,7.280,
0,62.100,6.430,
0,65.460,5.610,
0,69.370,5.370,
0,74.820,5.390,
12,77.820,5.792,
2,77.820,5.720,
0,78.820,5.580,
0,79.720,5.100,
0,79.820,4.040,
16,79.820,4.620,
0,80.820,3.970,
0,81.520,3.820,
0,82.820,3.740,
0,85.020,3.740,
0,87.820,3.770,
0,89.720,3.770,
0,90.220,3.970,
16,90.620,4.620,
0,90.920,4.800,
0,92.120,5.010,
0,93.020,5.480,
12,93.910,5.573,
2,93.910,5.460,
0,95.620,5.480,
0,98.770,5.930,
13,103.660,7.930,
0,106.030,8.390,
0,108.740,9.320,
0,109.740,9.530,
0,114.630,9.710,
0,120.530,9.740,
0,127.840,9.780,
0,130.730,9.690,
0,135.530,9.420,
25,138.930,9.550,
3,145.930,11.730,
0,146.830,11.820,
0,147.130,11.940,
3,149.630,11.850,
25,152.830,10.150,
4,153.730,10.180,
14,154.630,10.160,
0,156.130,10.190,
14,158.030,10.140,
4,158.430,10.160,
22,159.730,10.080,
22,159.730,10.980,
0,159.730,10.080,
18,162.130,9.148,
2,162.130,8.970,
28,162.130,8.970,
28,162.630,8.820,
5,162.630,8.820,
0,163.330,8.210,
0,163.830,8.240,
5,164.930,8.850,
0,165.530,8.890,
0,166.180,8.780,
0,170.090,8.810,
