35.800 ,199.000 ,264.805 ,269.521 ,264.350 ,264.170 ,67,264.730 ,264.740 ,0.000 ,268.340 ,0,20170221,8101030410,êŒéÎêÏêÖån,î¸âlêÏ
28,-22.970 ,264.600 ,,,,,,,,,,,,,
0,-14.110 ,264.720 ,,,,,,,,,,,,,
5,-5.970 ,264.450 ,,,,,,,,,,,,,
0,-4.430 ,263.580 ,,,,,,,,,,,,,
0,-3.430 ,263.610 ,,,,,,,,,,,,,
5,-1.520 ,264.620 ,,,,,,,,,,,,,
1,0.000 ,264.805 ,,,,,,,,,,,,,
2,0.000 ,264.680 ,,,,,,,,,,,,,
28,4.670 ,264.730 ,,,,,,,,,,,,,
24,4.670 ,264.730 ,,,,,,,,,,,,,
0,5.570 ,265.220 ,,,,,,,,,,,,,
0,9.650 ,265.620 ,,,,,,,,,,,,,
0,12.610 ,266.000 ,,,,,,,,,,,,,
3,17.230 ,268.420 ,,,,,,,,,,,,,
14,17.430 ,268.450 ,,,,,,,,,,,,,
14,19.890 ,268.380 ,,,,,,,,,,,,,
3,20.350 ,268.350 ,,,,,,,,,,,,,
10,22.000 ,267.630 ,,,,,,,,,,,,,
24,27.340 ,264.460 ,,,,,,,,,,,,,
10,27.340 ,264.460 ,,,,,,,,,,,,,
0,31.530 ,264.580 ,,,,,,,,,,,,,
10,34.250 ,264.340 ,,,,,,,,,,,,,
0,42.270 ,264.370 ,,,,,,,,,,,,,
0,49.540 ,264.300 ,,,,,,,,,,,,,
0,59.100 ,264.290 ,,,,,,,,,,,,,
0,69.790 ,264.270 ,,,,,,,,,,,,,
0,78.630 ,264.070 ,,,,,,,,,,,,,
10,82.240 ,264.220 ,,,,,,,,,,,,,
2,83.000 ,264.250 ,,,,,,,,,,,,,
12,83.000 ,264.350 ,,,,,,,,,,,,,
8,84.560 ,264.160 ,,,,,,,,,,,,,
8,84.810 ,264.160 ,,,,,,,,,,,,,
13,84.810 ,264.160 ,,,,,,,,,,,,,
16,84.810 ,262.300 ,,,,,,,,,,,,,
0,84.810 ,261.950 ,,,,,,,,,,,,,
0,85.000 ,261.950 ,,,,,,,,,,,,,
0,90.000 ,261.900 ,,,,,,,,,,,,,
0,95.000 ,262.100 ,,,,,,,,,,,,,
0,100.000 ,262.100 ,,,,,,,,,,,,,
0,105.000 ,262.150 ,,,,,,,,,,,,,
0,110.000 ,262.150 ,,,,,,,,,,,,,
0,115.000 ,262.150 ,,,,,,,,,,,,,
0,120.000 ,262.200 ,,,,,,,,,,,,,
0,125.000 ,262.200 ,,,,,,,,,,,,,
0,130.000 ,262.100 ,,,,,,,,,,,,,
0,131.900 ,261.900 ,,,,,,,,,,,,,
0,133.860 ,261.900 ,,,,,,,,,,,,,
16,133.860 ,262.300 ,,,,,,,,,,,,,
13,133.860 ,264.170 ,,,,,,,,,,,,,
8,133.860 ,264.170 ,,,,,,,,,,,,,
2,134.050 ,264.170 ,,,,,,,,,,,,,
12,134.050 ,264.170 ,,,,,,,,,,,,,
8,134.310 ,264.170 ,,,,,,,,,,,,,
0,136.000 ,264.290 ,,,,,,,,,,,,,
0,140.780 ,264.690 ,,,,,,,,,,,,,
0,147.890 ,264.400 ,,,,,,,,,,,,,
0,154.530 ,264.700 ,,,,,,,,,,,,,
10,154.530 ,264.700 ,,,,,,,,,,,,,
10,159.700 ,267.230 ,,,,,,,,,,,,,
0,163.340 ,269.040 ,,,,,,,,,,,,,
2,164.050 ,269.240 ,,,,,,,,,,,,,
18,164.050 ,269.522,,,,,,,,,,,,,
22,164.950 ,269.620 ,,,,,,,,,,,,,
22,164.950 ,270.620 ,,,,,,,,,,,,,
0,173.750 ,269.500 ,,,,,,,,,,,,,
0,182.790 ,269.620 ,,,,,,,,,,,,,
0,190.440 ,275.670 ,,,,,,,,,,,,,
