C/E,Year,Month,Day,Precip,Temp,PET,Obs flow,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m41,m42,m43,m44,m46
0,1986,1,1,2.1573632756294265,-9.331595759712616,0.11628947484231347,1.5472656533039302,1.81777168166692,1.88197046638113,2.15372661448484,2.13781288969709,2.69271259908692,0.493744639878614,2.72147892038369,1.93635227340955,2.61659522200992,1.68881747187345,2.17410483314704,0.790405155656335,1.53146349169303,1.6912203668864,1.84606561330858,1.75845049749825,1.57741063091131,1.93744572189334,1.88134819580655,1.08839317457788,2.32941877503318,1.80304580424767,2.27737851895562,2.20072453195677,1.74484254909804,2.46124851653011,1.9557022342915,2.16989446576662,1.91659943048637,1.66667057656161,1.58318944817077,0.854394609029543,0.996259374338027,1.64219870414725,0.782170591264861,1.94814924305357,1.2933495240917,1.90772584388336,1.58993371420618,1.18332621395225,1.8136720965219,0.830350743460241,1.22497546148102,1.90899475208841
0,1986,1,2,3.693836890249503,-10.370229834607425,0.12999243107610484,1.5937421438134995,3.12320442328316,2.46435181315651,2.59804876050006,2.59922548806044,2.58056628128384,0.455618839775035,2.84327022387216,2.4465906155847,2.63772602598124,2.50943587355341,2.35672643905001,0.730159629530357,2.02799683450237,2.86997296546811,2.38056211511183,2.12451114962337,2.34145054779378,2.43416890417212,2.30293783742878,1.88429532814639,2.53882739360493,2.82821425523967,3.17809936280589,2.2818519591842,2.28970054646641,2.67164859293612,2.58735347934993,2.44661311101947,2.40083906637005,1.56143467481099,1.47698438847964,0.796126157061918,5.17974846345671,1.62702405672574,0.712216166209145,2.1363177099553,1.25863111621442,2.2248494832028,2.03179505022716,1.08351126150319,2.23195820866724,0.768092184757854,1.20724154650076,2.47546116186632
0,1986,1,3,2.5881312963849323,-11.420702999832734,0.20749809734839067,1.2341107348192488,2.19161001421685,2.43536259013925,2.58909472939258,2.59121492006438,2.47296717443197,0.415085953486213,3.08146053258038,2.44053477090105,2.61841907490633,2.42215918052814,2.45637649203551,0.668784323968524,2.01648462872071,2.0364412383002,2.3721489955783,2.46819944463743,2.26041279067528,2.42143547932396,2.36344712877459,1.31754602149784,2.85588854644414,2.09044508451582,2.51804886404856,2.39680086928688,2.42986272100185,2.98752030768808,2.48533330164415,2.36501787557568,2.41461964868227,1.45759023857217,1.37207801369748,0.741349865212425,0.963618742785488,1.61381223997964,0.645097922781024,2.38098034480944,1.23417318866954,2.34640711887344,2.35919026273598,0.985754933108339,2.37370278599389,0.710502293092158,1.19092812792107,2.46374027693369
0,1986,1,4,3.1159767068534956,-3.5461001782346657,0.4075273919906667,1.2213858391746082,2.64023271093511,2.52992412973062,2.73046325533596,2.73806678323599,2.37000968682216,0.364803882143734,3.06374797714902,2.60277281545714,2.64416234499116,2.6186871845415,2.5954909172961,0.598333285714924,2.18162889706262,2.44502138301216,2.54007639132993,2.51410637721033,2.4429913830776,2.52158833922696,2.53189923153636,1.58578564200338,2.84656093790949,2.33378829652361,2.81334391354389,2.53901578642432,2.54403249080084,2.97561075659286,2.56103914973811,2.51508364752456,2.58608147903485,1.35650633384599,1.26983237885969,0.690075332697537,5.05107402261003,1.60171434594443,0.581933423145552,2.3555089120635,1.23153713672733,2.45847057308786,2.38099345995301,0.887657422385061,2.4928212789413,0.65723096425846,1.17592142314665,2.63563912448044
0,1986,1,5,2.5218872103235346,-4.430682537020188,0.230441879447946,2.036051350712767,2.13944373144194,2.44734621186607,2.66302899712173,2.66817767218145,2.27115372806549,0.32841960746447,3.10355302862906,2.52500245138794,2.63312512266942,2.44883939809086,2.62620793287848,0.544084994749446,2.10575064306705,1.99647102259828,2.45695261451459,2.54029680282539,2.28535137899999,2.44247240383965,2.49680249898859,1.28146863385271,2.90216201774439,2.00649525005706,2.46277394866561,2.60648995394017,2.48600173977609,3.0274968110181,2.44988391851466,2.46232583396191,2.5257539167024,1.25927504285772,1.17159573187532,0.642200109509543,0.9183628725126,1.59024572360606,0.523311963394853,2.4267124913589,1.24828141319534,2.45476309256665,2.37121740453151,0.795255147940358,2.47226326009065,0.607954350233178,1.16211676365104,2.54472345010619
0,1986,1,6,1.8348928465051406,-9.738791522410576,0.24773878063592558,2.0345543041663388,1.55708231321102,2.14948804309593,2.41483649487171,2.41427158051655,2.17651187649724,0.293202044565918,2.99318821108663,2.25672893630254,2.55378208781429,2.05221019697055,2.4986552250505,0.492255393171394,1.82683636008301,1.47152261895012,2.17733135411136,2.32495507458683,1.91695695097737,2.1818337220332,2.27056660404681,0.927629935857663,2.78106878245063,1.56118822503781,2.05592576976234,2.52998372417653,2.19677647780922,2.90128151827713,2.12692200797536,2.29686743583036,2.2738194908359,1.16658151116981,1.07808790986395,0.597565807742809,0.95420474777962,1.57922950179393,0.469460220841239,2.35295088605106,1.27903940694612,2.26937750819216,2.14095771679033,0.710647301338261,2.24586136176607,0.562372891149862,1.14941786492741,2.25381761589615
0,1986,1,7,3.5667484366709346,-6.831889800348081,0.29062701866920804,1.8401423958415377,3.03250148808783,2.53960660817837,2.74149260545251,2.7512175189252,2.08581401206002,0.257515613248938,2.9325025716689,2.62445354831062,2.61015789578114,2.64203300871783,2.62948518681055,0.441011057398433,2.1838303406408,2.81261764299327,2.56131338013419,2.3347749396468,2.46659930393724,2.51109606164618,2.55397192748591,1.81642607737528,2.70141156636497,2.66892873856165,3.04593660666415,2.5966053096762,2.47623208753852,2.81578463348327,2.58047172116362,2.59200824146418,2.61744489964741,1.07882214693219,0.989733791822315,0.555989823392502,5.06716391821213,1.56849823935849,0.420365184725976,2.37954910795922,1.31537829904656,2.43177995703423,2.20623639699047,0.634218391971184,2.44680402457532,0.520209491029538,1.13773615491938,2.65612313129931
0,1986,1,8,0.3131168435228032,-8.703729085527282,0.1430369611587205,1.340605182326534,0.266034221313686,1.71911216756353,2.03075456010726,2.02108555475843,1.99889577202256,0.233031919655562,2.93852393564801,1.84587414757718,2.42147955713296,1.46199515303921,2.29246742531208,0.402781621645703,1.39626712608488,0.30469000187479,1.75463712987547,2.15736064562284,1.3655977320799,1.8081329204782,1.9247664997644,0.157204039100463,2.77888029724772,0.633828491171764,1.17639249269998,2.36058252850154,1.82594538043343,2.88841243979579,1.65845351310395,1.99192767736818,1.87661806775196,0.996249899633201,0.906886424072861,0.517282723474849,0.852720676234914,1.55796702177003,0.375862264444549,2.43110235827698,1.32577451251223,1.99520726542453,1.96477483507211,0.565637465370458,1.92790268228094,0.48120783353593,1.12699015624647,1.80874022522333
0,1986,1,9,7.099499555259105,-5.679176967838119,0.2269383763252533,1.5237211939828308,6.06825316128851,3.50359349490901,3.49889513773461,3.52964071562351,1.91559964359476,0.20491632993352,2.95183818873011,3.47733534429706,2.7792528097578,3.97742428896109,3.00463237576544,0.361562682097908,3.02047204085636,5.59406747573753,3.44355797752653,2.55693655808274,3.70160000695732,3.34638344574938,3.24369692956348,3.68017161219926,2.63950262647162,5.04855578163221,5.07251222205001,2.78921975768664,3.27885544396334,2.74251175491934,3.66777145492303,3.31619609844797,3.40674488118664,0.918895899240395,0.829539674428427,0.481257494819219,5.15593432121817,1.54762151433192,0.335696539887964,3.95630351639915,1.2907437421614,2.91170905929259,2.53970458345052,0.50430423462137,3.03424641631193,0.445130823651757,1.11710491791471,3.57517354461161
0,1986,1,10,2.572609203759801,-5.597920119207518,0.21313812933460366,1.7267070961644484,2.20154576762514,3.10741889939472,3.22309576869652,3.23800031989929,1.83577504022535,0.179362837130919,3.8308293574867,3.12932315522149,2.85536286186881,3.16190957263879,3.15807226369703,0.32394507719712,2.67778386230869,2.07308921112293,3.07368367783484,3.41531996983162,2.94608540617765,3.04253957603367,3.10338157270227,1.31991388077827,3.52682423936478,2.09775194467798,2.48808233444139,3.0536917856771,3.25988446340325,3.62689547582955,3.07610073877945,2.81891176946376,3.11440613051763,0.84669860084921,0.757652724099029,0.44773425844529,0.958509131877656,1.53738938947521,0.299564922081252,3.23683751179675,1.22960847644196,3.04973318279787,3.29723003809119,0.449545247155694,3.14216797781303,0.411759146180882,1.10801149254814,3.1653630676876
