0	2.26 
6.4	2.10 
12.8	9.27 
19.2	9.13 
25.6	8.40 
32	8.18 
38.4	7.80 
44.8	7.50 
51.2	7.48 
57.6	6.34 
64	4.49 
70.4	6.75 
76.8	6.26 
83.2	5.07 
89.6	3.56 
96	4.32 
