0	2.08 
6.4	1.14 
12.8	5.46 
19.2	8.06 
25.6	8.53 
32	8.81 
38.4	8.35 
44.8	7.65 
51.2	7.60 
57.6	7.20 
64	5.25 
70.4	6.04 
76.8	6.72 
83.2	6.01 
89.6	3.85 
96	3.13 
