0	16.86 
6.4	18.68 
12.8	2459.89 
19.2	1677.17 
25.6	309.20 
32	174.50 
38.4	70.69 
44.8	164.93 
51.2	73.28 
57.6	23.95 
64	25.07 
70.4	73.28 
76.8	82.60 
83.2	26.22 
89.6	77.85 
96	45.98 
