0	30.47 
6.4	17.45 
12.8	2825.48 
19.2	212.06 
25.6	1724.63 
32	780.97 
38.4	1093.76 
44.8	1437.47 
51.2	802.50 
57.6	588.35 
64	302.30 
70.4	426.16 
76.8	281.00 
83.2	222.35 
89.6	147.68 
96	137.56 
