0	1.07 
6.4	1.11 
12.8	6.47 
19.2	5.63 
25.6	3.05 
32	2.48 
38.4	1.79 
44.8	2.43 
51.2	1.81 
57.6	1.21 
64	1.23 
70.4	1.81 
76.8	1.89 
83.2	1.25 
89.6	1.85 
96	1.53 
