0	137.62 
6.4	109.17 
12.8	12835.11 
19.2	12216.07 
25.6	9320.19 
32	8551.11 
38.4	7328.42 
44.8	6453.33 
51.2	6397.72 
57.6	3745.25 
64	1233.27 
70.4	4579.91 
76.8	3594.54 
83.2	1815.62 
89.6	585.89 
96	1086.71 
