0	0.93 
6.4	0.75 
12.8	6.00 
19.2	2.03 
25.6	4.87 
32	3.49 
38.4	4.02 
44.8	4.51 
51.2	3.53 
57.6	3.10 
64	2.35 
70.4	2.71 
76.8	2.28 
83.2	2.07 
89.6	1.75 
96	1.70 
