0	385.7392512
6.4	193.1314818
12.8	1440.681812
19.2	2571.826328
25.6	2806.134781
32	2947.439958
38.4	2713.434169
44.8	2378.248469
51.2	2353.298721
57.6	2170.958739
64	1360.528096
70.4	1669.820021
76.8	1959.470784
83.2	1657.577696
89.6	873.1917909
96	656.2674875
