0	56.25 
6.4	31.10 
12.8	1724.51 
19.2	1142.35 
25.6	1436.58 
32	985.02 
38.4	629.08 
44.8	1326.79 
51.2	889.56 
57.6	564.17 
64	418.75 
70.4	482.92 
76.8	556.24 
83.2	307.02 
89.6	170.79 
96	291.20 
