0	2.38 
6.4	2.06 
12.8	10.43 
19.2	8.33 
25.6	9.43 
32	7.70 
38.4	6.12 
44.8	9.03 
51.2	7.30 
57.6	5.80 
64	5.03 
70.4	5.38 
76.8	5.76 
83.2	4.37 
89.6	3.43 
96	4.27 
