192.400 ,200.000 ,274.248 ,271.009 ,270.330 ,270.030 ,107,274.280 ,274.120 ,,274.300 ,0,20201020,8101030001,êŒéÎêÏêÖån,êŒéÎêÏ,
28,-53.600 ,274.100 ,,,,,,,,,,,,,
28,-49.950 ,274.100 ,,,,,,,,,,,,,
0,-49.250 ,274.500 ,,,,,,,,,,,,,
0,-48.900 ,274.500 ,,,,,,,,,,,,,
0,-48.300 ,274.100 ,,,,,,,,,,,,,
0,-39.200 ,274.100 ,,,,,,,,,,,,,
0,-29.850 ,274.100 ,,,,,,,,,,,,,
0,-23.500 ,274.100 ,,,,,,,,,,,,,
0,-22.800 ,274.600 ,,,,,,,,,,,,,
0,-22.200 ,274.500 ,,,,,,,,,,,,,
0,-21.100 ,274.100 ,,,,,,,,,,,,,
0,-13.200 ,274.100 ,,,,,,,,,,,,,
0,-11.613 ,274.170 ,,,,,,,,,,,,,
0,-8.390 ,274.130 ,,,,,,,,,,,,,
0,-4.987 ,272.210 ,,,,,,,,,,,,,
5,-4.439 ,272.150 ,,,,,,,,,,,,,
0,-4.366 ,271.540 ,,,,,,,,,,,,,
0,-3.881 ,271.560 ,,,,,,,,,,,,,
5,-3.825 ,272.130 ,,,,,,,,,,,,,
0,-3.271 ,272.200 ,,,,,,,,,,,,,
0,-0.584 ,273.900 ,,,,,,,,,,,,,
1,0.000 ,274.250 ,,,,,,,,,,,,,
2,0.000 ,273.920 ,,,,,,,,,,,,,
0,2.946 ,274.010 ,,,,,,,,,,,,,
24,6.815 ,274.280 ,,,,,,,,,,,,,
3,7.996 ,274.750 ,,,,,,,,,,,,,
14,8.810 ,274.860 ,,,,,,,,,,,,,
0,10.660 ,274.800 ,,,,,,,,,,,,,
14,12.835 ,274.770 ,,,,,,,,,,,,,
3,13.820 ,274.710 ,,,,,,,,,,,,,
24,16.032 ,273.610 ,,,,,,,,,,,,,
0,22.190 ,273.280 ,,,,,,,,,,,,,
0,30.593 ,272.720 ,,,,,,,,,,,,,
0,39.674 ,272.310 ,,,,,,,,,,,,,
0,42.938 ,271.050 ,,,,,,,,,,,,,
18,47.469 ,271.010 ,,,,,,,,,,,,,
2,47.469 ,270.780 ,,,,,,,,,,,,,
0,54.434 ,270.450 ,,,,,,,,,,,,,
0,63.523 ,270.700 ,,,,,,,,,,,,,
0,76.669 ,270.320 ,,,,,,,,,,,,,
12,88.286 ,270.330 ,,,,,,,,,,,,,
2,88.286 ,270.090 ,,,,,,,,,,,,,
13,88.286 ,270.090 ,,,,,,,,,,,,,
0,89.137 ,269.890 ,,,,,,,,,,,,,
0,92.451 ,268.470 ,,,,,,,,,,,,,
16,95.976 ,267.490 ,,,,,,,,,,,,,
0,96.488 ,267.140 ,,,,,,,,,,,,,
0,98.520 ,266.820 ,,,,,,,,,,,,,
0,99.932 ,266.910 ,,,,,,,,,,,,,
