193.600 ,213.000 ,280.213 ,285.407 ,279.890 ,285.410 ,108,279.990 ,280.310 ,,272.170 ,0,20201020,8101030001,êŒéÎêÏêÖån,êŒéÎêÏ,
28,-96.600 ,280.200 ,,,,,,,,,,,,,
28,-88.500 ,280.250 ,,,,,,,,,,,,,
0,-81.550 ,280.250 ,,,,,,,,,,,,,
0,-76.000 ,280.250 ,,,,,,,,,,,,,
0,-75.200 ,280.750 ,,,,,,,,,,,,,
0,-74.550 ,280.700 ,,,,,,,,,,,,,
0,-73.850 ,280.400 ,,,,,,,,,,,,,
19,-73.400 ,280.400 ,,,,,,,,,,,,,
19,-73.400 ,281.900 ,,,,,,,,,,,,,
0,-65.700 ,280.350 ,,,,,,,,,,,,,
5,-63.000 ,280.300 ,,,,,,,,,,,,,
0,-63.000 ,280.000 ,,,,,,,,,,,,,
0,-62.300 ,280.000 ,,,,,,,,,,,,,
5,-62.300 ,280.300 ,,,,,,,,,,,,,
0,-60.500 ,280.350 ,,,,,,,,,,,,,
0,-55.900 ,281.000 ,,,,,,,,,,,,,
0,-52.400 ,281.100 ,,,,,,,,,,,,,
0,-51.680 ,280.420 ,,,,,,,,,,,,,
0,-41.786 ,280.360 ,,,,,,,,,,,,,
0,-36.749 ,279.990 ,,,,,,,,,,,,,
24,-36.434 ,280.050 ,,,,,,,,,,,,,
0,-34.219 ,280.780 ,,,,,,,,,,,,,
0,-29.956 ,282.250 ,,,,,,,,,,,,,
3,-25.646 ,283.660 ,,,,,,,,,,,,,
4,-24.539 ,283.630 ,,,,,,,,,,,,,
0,-22.829 ,283.580 ,,,,,,,,,,,,,
4,-20.750 ,283.600 ,,,,,,,,,,,,,
3,-19.580 ,283.640 ,,,,,,,,,,,,,
24,-9.782 ,280.010 ,,,,,,,,,,,,,
0,-7.729 ,279.960 ,,,,,,,,,,,,,
0,-2.535 ,279.950 ,,,,,,,,,,,,,
1,0.000 ,280.210 ,,,,,,,,,,,,,
2,0.000 ,280.010 ,,,,,,,,,,,,,
0,4.302 ,279.960 ,,,,,,,,,,,,,
0,12.513 ,279.910 ,,,,,,,,,,,,,
