193.200 ,210.000 ,278.684 ,276.957 ,274.760 ,275.820 ,75,278.430 ,278.160 ,,276.100 ,0,20201020,8101030001,êŒéÎêÏêÖån,êŒéÎêÏ,
28,-43.900 ,278.070 ,,,,,,,,,,,,,
28,-40.224 ,278.070 ,,,,,,,,,,,,,
0,-23.486 ,278.100 ,,,,,,,,,,,,,
0,-8.352 ,278.100 ,,,,,,,,,,,,,
0,-3.893 ,278.100 ,,,,,,,,,,,,,
0,-3.073 ,278.710 ,,,,,,,,,,,,,
0,-2.884 ,278.700 ,,,,,,,,,,,,,
0,-2.187 ,278.410 ,,,,,,,,,,,,,
1,0.000 ,278.680 ,,,,,,,,,,,,,
2,0.000 ,278.530 ,,,,,,,,,,,,,
24,3.998 ,278.430 ,,,,,,,,,,,,,
3,7.285 ,279.970 ,,,,,,,,,,,,,
0,7.687 ,280.110 ,,,,,,,,,,,,,
14,8.458 ,280.050 ,,,,,,,,,,,,,
0,10.333 ,280.020 ,,,,,,,,,,,,,
14,12.456 ,279.990 ,,,,,,,,,,,,,
3,13.001 ,279.910 ,,,,,,,,,,,,,
0,13.660 ,279.550 ,,,,,,,,,,,,,
0,17.420 ,277.650 ,,,,,,,,,,,,,
24,18.639 ,277.090 ,,,,,,,,,,,,,
0,19.342 ,277.050 ,,,,,,,,,,,,,
0,25.069 ,276.920 ,,,,,,,,,,,,,
0,34.545 ,276.650 ,,,,,,,,,,,,,
0,40.865 ,276.050 ,,,,,,,,,,,,,
10,43.387 ,275.460 ,,,,,,,,,,,,,
10,45.105 ,274.640 ,,,,,,,,,,,,,
0,46.340 ,274.450 ,,,,,,,,,,,,,
0,47.206 ,274.460 ,,,,,,,,,,,,,
0,50.333 ,274.850 ,,,,,,,,,,,,,
0,56.075 ,274.800 ,,,,,,,,,,,,,
12,59.472 ,274.760 ,,,,,,,,,,,,,
2,59.472 ,274.570 ,,,,,,,,,,,,,
13,60.771 ,274.370 ,,,,,,,,,,,,,
0,61.483 ,273.710 ,,,,,,,,,,,,,
0,61.912 ,272.910 ,,,,,,,,,,,,,
16,62.211 ,272.750 ,,,,,,,,,,,,,
0,63.115 ,272.350 ,,,,,,,,,,,,,
0,64.702 ,272.390 ,,,,,,,,,,,,,
0,66.205 ,272.430 ,,,,,,,,,,,,,
0,67.783 ,272.390 ,,,,,,,,,,,,,
0,68.833 ,272.460 ,,,,,,,,,,,,,
0,70.007 ,272.190 ,,,,,,,,,,,,,
0,70.920 ,272.070 ,,,,,,,,,,,,,
0,74.420 ,272.080 ,,,,,,,,,,,,,
0,75.626 ,272.060 ,,,,,,,,,,,,,
0,77.605 ,272.250 ,,,,,,,,,,,,,
0,82.277 ,272.450 ,,,,,,,,,,,,,
0,87.682 ,272.700 ,,,,,,,,,,,,,
0,93.536 ,272.740 ,,,,,,,,,,,,,
0,99.937 ,272.690 ,,,,,,,,,,,,,
0,105.842 ,272.740 ,,,,,,,,,,,,,
0,109.284 ,273.070 ,,,,,,,,,,,,,
16,109.909 ,273.090 ,,,,,,,,,,,,,
0,111.208 ,274.550 ,,,,,,,,,,,,,
0,112.099 ,274.720 ,,,,,,,,,,,,,
0,113.008 ,275.120 ,,,,,,,,,,,,,
13,113.474 ,275.660 ,,,,,,,,,,,,,
12,113.989 ,275.820 ,,,,,,,,,,,,,
2,113.989 ,275.740 ,,,,,,,,,,,,,
0,121.300 ,275.930 ,,,,,,,,,,,,,
0,130.944 ,275.730 ,,,,,,,,,,,,,
0,138.497 ,275.920 ,,,,,,,,,,,,,
0,147.805 ,275.910 ,,,,,,,,,,,,,
0,152.846 ,276.140 ,,,,,,,,,,,,,
18,154.537 ,276.960 ,,,,,,,,,,,,,
2,154.537 ,276.850 ,,,,,,,,,,,,,
0,155.667 ,277.190 ,,,,,,,,,,,,,
0,159.563 ,277.320 ,,,,,,,,,,,,,
0,160.927 ,277.150 ,,,,,,,,,,,,,
14,162.307 ,276.920 ,,,,,,,,,,,,,
14,166.371 ,276.960 ,,,,,,,,,,,,,
0,167.558 ,276.580 ,,,,,,,,,,,,,
0,171.448 ,276.500 ,,,,,,,,,,,,,
28,171.772 ,276.100 ,,,,,,,,,,,,,
28,177.800 ,276.100 ,,,,,,,,,,,,,
