33.600 ,197.000 ,248.194 ,248.268 ,245.690 ,247.240 ,93,,250.930 ,247.960 ,248.720 ,0,20210113,8101030410,êŒéÎêÏêÖån,î¸âlêÏ,,
23,-73.681 ,249.100 ,,,,,,,,,,,,,,,
28,-67.032 ,248.710 ,,,,,,,,,,,,,,,
0,-59.761 ,248.760 ,,,,,,,,,,,,,,,
0,-52.775 ,248.490 ,,,,,,,,,,,,,,,
0,-45.021 ,248.530 ,,,,,,,,,,,,,,,
0,-37.857 ,248.490 ,,,,,,,,,,,,,,,
0,-29.516 ,248.360 ,,,,,,,,,,,,,,,
0,-23.175 ,248.200 ,,,,,,,,,,,,,,,
0,-17.038 ,248.180 ,,,,,,,,,,,,,,,
0,-12.033 ,248.140 ,,,,,,,,,,,,,,,
0,-10.339 ,247.820 ,,,,,,,,,,,,,,,
0,-5.448 ,247.700 ,,,,,,,,,,,,,,,
0,-3.201 ,247.930 ,,,,,,,,,,,,,,,
28,-0.464 ,247.930 ,,,,,,,,,,,,,,,
2,-0.001 ,248.030 ,,,,,,,,,,,,,,,
1,0.000 ,248.194 ,,,,,,,,,,,,,,,
0,0.560 ,248.140 ,,,,,,,,,,,,,,,
0,1.771 ,248.890 ,,,,,,,,,,,,,,,
0,3.076 ,248.780 ,,,,,,,,,,,,,,,
0,4.768 ,248.380 ,,,,,,,,,,,,,,,
0,8.250 ,248.350 ,,,,,,,,,,,,,,,
0,10.559 ,247.680 ,,,,,,,,,,,,,,,
0,11.951 ,247.680 ,,,,,,,,,,,,,,,
0,14.028 ,246.780 ,,,,,,,,,,,,,,,
0,16.586 ,246.790 ,,,,,,,,,,,,,,,
0,18.759 ,246.590 ,,,,,,,,,,,,,,,
13,22.846 ,246.510 ,,,,,,,,,,,,,,,
0,23.839 ,246.240 ,,,,,,,,,,,,,,,
0,24.325 ,245.870 ,,,,,,,,,,,,,,,
0,25.906 ,245.880 ,,,,,,,,,,,,,,,
0,26.494 ,245.680 ,,,,,,,,,,,,,,,
2,26.989 ,245.640 ,,,,,,,,,,,,,,,
12,26.990 ,245.690 ,,,,,,,,,,,,,,,
0,28.500 ,245.380 ,,,,,,,,,,,,,,,
0,29.300 ,245.200 ,,,,,,,,,,,,,,,
16,30.000 ,244.620 ,,,,,,,,,,,,,,,
0,30.500 ,244.470 ,,,,,,,,,,,,,,,
0,35.000 ,244.470 ,,,,,,,,,,,,,,,
0,40.000 ,244.470 ,,,,,,,,,,,,,,,
16,43.300 ,244.610 ,,,,,,,,,,,,,,,
0,44.000 ,244.880 ,,,,,,,,,,,,,,,
0,50.000 ,244.970 ,,,,,,,,,,,,,,,
0,55.000 ,244.870 ,,,,,,,,,,,,,,,
0,58.000 ,244.580 ,,,,,,,,,,,,,,,
16,59.000 ,244.220 ,,,,,,,,,,,,,,,
0,60.000 ,244.070 ,,,,,,,,,,,,,,,
0,61.000 ,244.020 ,,,,,,,,,,,,,,,
0,62.500 ,243.570 ,,,,,,,,,,,,,,,
0,65.000 ,243.470 ,,,,,,,,,,,,,,,
0,66.200 ,243.570 ,,,,,,,,,,,,,,,
0,66.900 ,244.070 ,,,,,,,,,,,,,,,
0,66.901 ,244.180 ,,,,,,,,,,,,,,,
16,69.500 ,244.230 ,,,,,,,,,,,,,,,
0,70.000 ,244.710 ,,,,,,,,,,,,,,,
0,71.700 ,244.880 ,,,,,,,,,,,,,,,
0,72.600 ,244.260 ,,,,,,,,,,,,,,,
10,73.300 ,244.170 ,,,,,,,,,,,,,,,
13,79.000 ,247.040 ,,,,,,,,,,,,,,,
10,80.300 ,247.080 ,,,,,,,,,,,,,,,
2,81.499 ,247.080 ,,,,,,,,,,,,,,,
12,81.500 ,247.240 ,,,,,,,,,,,,,,,
0,87.013 ,247.180 ,,,,,,,,,,,,,,,
25,92.803 ,247.250 ,,,,,,,,,,,,,,,
3,100.604 ,251.450 ,,,,,,,,,,,,,,,
14,101.315 ,251.400 ,,,,,,,,,,,,,,,
0,104.211 ,251.380 ,,,,,,,,,,,,,,,
14,107.563 ,251.230 ,,,,,,,,,,,,,,,
0,112.880 ,251.180 ,,,,,,,,,,,,,,,
0,116.856 ,251.130 ,,,,,,,,,,,,,,,
25,123.924 ,247.960 ,,,,,,,,,,,,,,,
5,123.925 ,247.960 ,,,,,,,,,,,,,,,
0,123.926 ,247.510 ,,,,,,,,,,,,,,,
0,124.392 ,247.510 ,,,,,,,,,,,,,,,
5,124.393 ,247.960 ,,,,,,,,,,,,,,,
2,124.768 ,248.010 ,,,,,,,,,,,,,,,
18,124.769 ,248.268 ,,,,,,,,,,,,,,,
0,124.881 ,248.070 ,,,,,,,,,,,,,,,
0,125.819 ,248.520 ,,,,,,,,,,,,,,,
0,130.019 ,248.510 ,,,,,,,,,,,,,,,
0,130.872 ,248.720 ,,,,,,,,,,,,,,,
14,131.236 ,248.740 ,,,,,,,,,,,,,,,
14,132.508 ,248.740 ,,,,,,,,,,,,,,,
8,132.693 ,248.760 ,,,,,,,,,,,,,,,
8,132.694 ,248.530 ,,,,,,,,,,,,,,,
14,138.139 ,248.620 ,,,,,,,,,,,,,,,
14,143.890 ,248.570 ,,,,,,,,,,,,,,,
8,143.891 ,248.700 ,,,,,,,,,,,,,,,
8,144.065 ,248.710 ,,,,,,,,,,,,,,,
0,144.138 ,248.710 ,,,,,,,,,,,,,,,
8,149.696 ,248.910 ,,,,,,,,,,,,,,,
8,149.862 ,248.900 ,,,,,,,,,,,,,,,
28,150.920 ,249.160 ,,,,,,,,,,,,,,,
28,156.334 ,249.300 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
